"ID","Date","Miles","Litres","Price Ltr","Vehicle"
29,"27/03/2012 00:00:00",7.2895000000000000e+04,2.0289999999999999e+01,1.4390,"Audi"
30,"06/05/2012 00:00:00",7.3555000000000000e+04,3.4740000000000002e+01,1.4190,"Audi"
31,"20/05/2012 00:00:00",7.3952000000000000e+04,3.7530000000000001e+01,1.3970,"Audi"
32,"17/06/2012 00:00:00",7.4407000000000000e+04,4.1729999999999997e+01,1.3690,"Audi"
33,"01/07/2012 00:00:00",7.4784000000000000e+04,3.3740000000000002e+01,1.3390,"Audi"
34,"22/07/2012 00:00:00",7.5261000000000000e+04,4.5500000000000000e+01,1.3490,"Audi"
35,"12/08/2012 00:00:00",7.5840000000000000e+04,5.3570000000000000e+01,1.3890,"Audi"
36,"07/09/2012 00:00:00",7.6336000000000000e+04,4.2280000000000001e+01,1.4190,"Audi"
37,"23/09/2012 00:00:00",7.6879000000000000e+04,5.7350000000000001e+01,1.4390,"Audi"
38,"22/10/2012 00:00:00",7.7502000000000000e+04,5.4920000000000002e+01,1.4390,"Audi"
39,"02/11/2012 00:00:00",7.7903000000000000e+04,3.7710000000000001e+01,1.3990,"Audi"
40,"11/11/2012 00:00:00",7.8128000000000000e+04,1.9859999999999999e+01,1.3890,"Audi"
41,"03/12/2012 00:00:00",7.8627000000000000e+04,4.3509999999999998e+01,1.3790,"Audi"
42,"21/12/2012 00:00:00",7.8994000000000000e+04,4.4149999999999999e+01,1.3590,"Audi"
43,"05/01/2013 00:00:00",7.9425000000000000e+04,4.3159999999999997e+01,1.3690,"Audi"
44,"10/02/2013 00:00:00",7.9947000000000000e+04,5.0229999999999997e+01,1.4190,"Audi"
45,"15/03/2013 00:00:00",8.0454000000000000e+04,4.9329999999999998e+01,1.4190,"Audi"
46,"30/03/2013 00:00:00",8.0813000000000000e+04,5.4899999999999999e+01,1.3970,"Audi"
47,"28/04/2013 00:00:00",8.1381000000000000e+04,1.9920000000000002e+01,1.3590,"Audi"
48,"20/05/2013 00:00:00",8.1885000000000000e+04,4.5430000000000000e+01,1.3590,"Audi"
49,"02/06/2013 00:00:00",8.2243000000000000e+04,3.1550000000000001e+01,1.3690,"Audi"
50,"26/06/2013 00:00:00",8.2740000000000000e+04,4.4479999999999997e+01,1.3490,"Audi"
51,"16/07/2013 00:00:00",8.3253000000000000e+04,4.3829999999999998e+01,1.3690,"Audi"
52,"03/08/2013 00:00:00",8.3795000000000000e+04,5.2840000000000003e+01,1.3890,"Audi"
53,"29/08/2013 00:00:00",8.4408000000000000e+04,4.3920000000000002e+01,1.3890,"Audi"
54,"07/09/2013 00:00:00",8.4828000000000000e+04,4.6430000000000000e+01,1.3990,"Audi"
55,"02/09/2013 00:00:00",8.5238000000000000e+04,3.8939999999999998e+01,1.3890,"Audi"
56,"12/10/2013 00:00:00",8.5593000000000000e+04,2.8739999999999998e+01,1.3490,"Audi"
