"ID","Date","Miles","Litres","Price Ltr","Vehicle"
17,"17/09/2001 00:00:00",7.5209000000000000e+04,4.8759999999999998e+01,0.7690,"Peugeot"
18,"20/11/2001 00:00:00",7.6205000000000000e+04,1.0000000000000000e+02,0.7590,"Peugeot"
19,"27/08/2002 00:00:00",8.1948000000000000e+04,5.2000000000000000e+02,0.7390,"Peugeot"
20,"21/09/2002 00:00:00",8.2506000000000000e+04,5.4000000000000000e+01,0.7390,"Peugeot"
21,"26/10/2002 00:00:00",8.3021000000000000e+04,5.3399999999999999e+01,0.7490,"Peugeot"
24,"20/11/2002 00:00:00",8.3565000000000000e+04,4.4469999999999999e+01,0.7390,"Peugeot"
25,"20/01/2003 00:00:00",8.4490000000000000e+04,1.0540000000000001e+02,0.7380,"Peugeot"
26,"23/04/2003 00:00:00",8.5831000000000000e+04,1.1100000000000000e+02,0.7690,"Peugeot"
27,"24/06/2005 00:00:00",1.0182100000000000e+05,1.0660000000000000e+03,0.8990,"Peugeot"
28,"13/07/2005 00:00:00",1.0241800000000000e+05,4.9640000000000001e+01,0.9190,"Peugeot"
29,"13/08/2005 00:00:00",1.0301700000000000e+05,5.0399999999999999e+01,0.9490,"Peugeot"
30,"10/09/2005 00:00:00",1.0348600000000000e+05,4.0850000000000001e+01,0.9690,"Peugeot"
31,"29/09/2005 00:00:00",1.0403700000000000e+05,4.5869999999999997e+01,0.9390,"Peugeot"
32,"15/10/2005 00:00:00",1.0449100000000000e+05,4.1560000000000002e+01,0.9390,"Peugeot"
33,"06/11/2005 00:00:00",1.0511500000000000e+05,5.4859999999999999e+01,0.9290,"Peugeot"
34,"22/11/2005 00:00:00",1.0567800000000000e+05,4.9960000000000001e+01,0.9090,"Peugeot"
35,"11/12/2005 00:00:00",1.0628000000000000e+05,5.4729999999999997e+01,0.8890,"Peugeot"
36,"24/02/2006 00:00:00",1.0689600000000000e+05,5.5500000000000000e+01,0.9090,"Peugeot"
37,"26/03/2006 00:00:00",1.0745200000000000e+05,5.2590000000000003e+01,0.9290,"Peugeot"
38,"15/04/2006 00:00:00",1.0798200000000000e+05,5.0070000000000000e+01,0.9790,"Peugeot"
39,"15/05/2006 00:00:00",1.0855200000000000e+05,5.1729999999999997e+01,0.9690,"Peugeot"
40,"10/06/2006 00:00:00",1.0926900000000000e+05,6.1280000000000001e+01,0.9790,"Peugeot"
41,"03/07/2006 00:00:00",1.0991500000000000e+05,5.7490000000000002e+01,0.9590,"Peugeot"
42,"23/07/2006 00:00:00",1.1052400000000000e+05,5.2240000000000002e+01,0.9790,"Peugeot"
43,"08/08/2006 00:00:00",1.1075100000000000e+05,2.1280000000000001e+01,0.9790,"Peugeot"
44,"06/09/2006 00:00:00",1.1140100000000000e+05,5.2420000000000002e+01,0.9490,"Peugeot"
45,"27/09/2006 00:00:00",1.1200000000000000e+05,5.2649999999999999e+01,0.9190,"Peugeot"
46,"19/10/2006 00:00:00",1.1265600000000000e+05,5.6329999999999998e+01,0.8990,"Peugeot"
47,"14/11/2006 00:00:00",1.1334400000000000e+05,6.2810000000000002e+01,0.9190,"Peugeot"
48,"06/12/2006 00:00:00",1.1385500000000000e+05,4.9500000000000000e+01,0.9090,"Peugeot"
49,"23/12/2006 00:00:00",1.1434500000000000e+05,4.5020000000000003e+01,0.9250,"Peugeot"
50,"11/01/2007 00:00:00",1.1480700000000000e+05,4.3570000000000000e+01,0.8990,"Peugeot"
51,"04/02/2007 00:00:00",1.1530000000000000e+05,4.9719999999999999e+01,0.8690,"Peugeot"
52,"21/02/2007 00:00:00",1.1582100000000000e+05,4.4780000000000001e+01,0.8890,"Peugeot"
53,"01/03/2007 00:00:00",1.1631600000000000e+05,4.2200000000000003e+01,0.9290,"Peugeot"
54,"27/03/2007 00:00:00",1.1681100000000000e+05,4.2200000000000003e+01,0.9290,"Peugeot"
55,"14/04/2007 00:00:00",1.1735900000000000e+05,5.1130000000000003e+01,0.9380,"Peugeot"
56,"07/05/2007 00:00:00",1.1792600000000000e+05,4.9880000000000003e+01,0.9390,"Peugeot"
57,"26/05/2007 00:00:00",1.1844300000000000e+05,4.5750000000000000e+01,0.9490,"Peugeot"
58,"11/06/2007 00:00:00",1.1895500000000000e+05,4.3560000000000002e+01,0.9490,"Peugeot"
59,"23/06/2007 00:00:00",1.1943300000000000e+05,4.3390000000000001e+01,0.9490,"Peugeot"
60,"05/07/2007 00:00:00",1.2000000000000000e+05,5.1189999999999998e+01,0.9390,"Peugeot"
61,"21/07/2007 00:00:00",1.2048100000000000e+05,4.5149999999999999e+01,0.9360,"Peugeot"
62,"12/08/2007 00:00:00",1.2103700000000000e+05,4.9210000000000001e+01,0.9390,"Peugeot"
63,"28/08/2007 00:00:00",1.2156200000000000e+05,4.5140000000000001e+01,0.9390,"Peugeot"
64,"16/09/2007 00:00:00",1.2214000000000000e+05,5.0500000000000000e+01,0.9490,"Peugeot"
65,"30/09/2007 00:00:00",1.2267000000000000e+05,4.7500000000000000e+01,0.9490,"Peugeot"
66,"01/10/2007 00:00:00",1.2273100000000000e+05,7.1500000000000004e+00,0.9490,"Peugeot"
67,"13/10/2007 00:00:00",1.2335300000000000e+05,4.9180000000000000e+01,0.9890,"Peugeot"
68,"30/10/2007 00:00:00",1.2393100000000000e+05,4.9000000000000000e+01,0.9890,"Peugeot"
69,"20/11/2007 00:00:00",1.2440800000000000e+05,4.1140000000000001e+01,1.0490,"Peugeot"
70,"08/12/2007 00:00:00",1.2489100000000000e+05,4.5469999999999999e+01,1.0590,"Peugeot"
71,"20/12/2007 00:00:00",1.2521600000000000e+05,3.0730000000000000e+01,1.0590,"Peugeot"
72,"10/01/2008 00:00:00",1.2568900000000000e+05,3.9460000000000001e+01,1.0790,"Peugeot"
73,"12/02/2008 00:00:00",1.2616900000000000e+05,4.4700000000000003e+01,1.0690,"Peugeot"
74,"01/03/2008 00:00:00",1.2667400000000000e+05,4.6780000000000001e+01,1.0990,"Peugeot"
